Gene Name	SRR867740	SRR867737	SRR867735	SRR867739	SRR867736	SRR867738
RN7SL809P	13	10	3	8	12	11
CSP2	3	1	2	0	1	3
MTND4LP17	0	0	0	0	0	0
RN7SL39P	0	0	0	0	0	0
C3orf85	0	4	0	0	0	0
NMTRS-TGA3-1	0	0	0	0	0	0
RN7SL836P	39	34	22	9	10	14
RN7SL553P	0	1	0	0	0	0
RPL12P31	1	1	0	0	0	1
RN7SL443P	1	1	0	0	0	0
RN7SL801P	0	0	1	1	0	0
KRTAP5-8	0	2	0	0	0	0
KRTAP4-16	0	0	0	0	0	0
RN7SL629P	3	0	0	0	0	1
IGKV1D-16	0	0	0	0	0	0
RN7SL302P	1	1	0	0	0	0
RN7SL727P	0	0	0	0	0	0
RPL17P20	0	2	0	0	0	0
CRCP	801	503	557	464	633	604
RPL17P19	0	3	0	0	1	1
ENPP7P4	13	4	8	3	4	11
RPL34P33	1	1	1	2	0	0
RPL29P25	5	1	1	0	1	0
LINC02614	111	65	77	43	77	91
RN7SL791P	0	0	0	0	0	0
PPATP1	36	27	16	28	22	29
IGKV2-24	0	0	0	0	0	0
ZBTB20-AS2	0	0	0	0	1	0
ACTG1P13	0	1	0	0	0	0
WWTR1-AS1	20	26	11	9	16	14
SUCLG2-AS1	153	96	106	73	118	105
WDR82P2	26	7	16	11	21	15
SETP6	5	2	1	0	0	9
CDRT1	36	19	23	23	16	29
LINC02070	0	0	0	0	0	0
RN7SL385P	0	0	0	0	0	0
RPL35AP33	0	1	0	0	0	0
LINC01487	0	3	0	0	0	0
RPL36A	237	134	121	120	154	170
RPL21P47	0	0	0	0	0	0
SNRPCP11	0	0	0	2	0	0
RN7SL466P	10	8	3	7	6	8
PMS2P11	0	0	0	0	0	0
IGKV3-11	0	0	0	0	0	0
PPP1R2P4	0	0	0	0	0	0
OR5G3	0	0	0	0	0	0
SYNPR-AS1	0	0	0	0	0	0
PDXP	23	28	22	17	19	24
SLC25A24P1	22	26	29	17	21	25
RPL36AP43	0	1	5	1	4	4
RPL7AP23	0	1	0	0	0	0
LINC01192	1	1	1	0	0	0
RPP21	39	36	34	22	33	24
LINC01997	0	0	0	0	0	0
HNF1A-AS1	0	2	0	0	0	1
RN7SL234P	0	0	0	0	0	0
RN7SL205P	0	0	0	0	0	0
RN7SL344P	2	2	0	0	1	0
LINC00903	0	0	0	0	0	0
CD302	30	12	20	24	31	23
EGFL8	42	14	12	17	9	43
RN7SL515P	2	0	0	0	0	0
RN7SL441P	0	0	0	0	0	0
KRT8P13	15	11	13	8	5	9
MCRIP2P1	0	0	0	0	0	0
RN7SL505P	1	3	0	1	1	2
RPL21P103	0	1	0	0	0	0
EEF1A1P25	25	13	18	12	20	22
RPL37P6	482	499	392	239	344	272
TDGF1P6	2	3	0	0	2	1
RPS27P22	0	0	0	0	0	0
PLSCR5-AS1	0	0	0	0	0	0
RPL7P19	1	1	6	2	2	5
RN7SL182P	0	0	1	0	1	4
RPL39P38	5	3	3	2	2	5
ATP5MF	2809	2069	2071	1412	2638	2007
LINC00635	0	0	0	0	0	0
PTPRG-AS1	0	2	1	0	0	2
SSX2	0	0	0	0	0	0
HSPA8P9	64	121	83	25	145	52
MECOM-AS1	4	0	2	3	6	0
ARHGAP8	0	1	0	0	1	0
RN7SL586P	0	0	0	0	0	0
PSMC1P1	225	181	238	138	231	176
RPS15AP24	71	81	45	48	82	62
RN7SL632P	0	0	0	0	0	0
CA15P1	0	2	2	1	0	2
RN7SL767P	484	313	249	180	265	311
AGGF1P3	0	0	0	0	0	0
CBX5P1	25	8	23	9	11	18
RN7SL369P	0	0	0	0	0	0
LINC02029	18	8	6	9	6	10
ACTG1P20	85	120	85	42	95	70
GUSBP2	7	8	8	6	7	11
RN7SL41P	0	0	0	0	0	1
RN7SL58P	1	0	0	0	0	0
ARPC4	4009	3584	4130	2188	4665	2927
ZBTB20-AS1	19	11	5	9	13	12
RPL7P5	0	0	0	0	0	0
CORT	2	1	2	2	1	3
IGKV2D-24	0	1	0	0	0	0
RN7SL338P	3	2	1	2	5	2
PAQR9-AS1	0	2	1	0	1	1
ATP5F1AP7	0	1	0	0	0	0
RPL23AP8	3	2	2	2	1	2
RN7SL482P	0	0	0	0	0	1
RN7SL484P	0	0	0	0	0	0
RPL17P37	2	0	1	0	0	1
KRTAP9-4	0	0	0	0	0	0
KRTAP5-4	0	2	0	0	0	0
RN7SL340P	0	0	0	0	0	0
RN7SL618P	0	0	0	0	0	0
GOLGA2P6	0	0	0	0	0	0
RARRES2P1	0	0	0	0	0	0
RN7SL18P	0	0	0	0	0	0
UBQLN4P1	48	31	47	22	39	22
RN7SL316P	0	0	0	0	0	0
UGT1A1	4	0	2	1	2	4
LINC01323	0	1	0	0	0	0
RPS23P6	0	0	0	0	0	1
INMT	0	3	1	0	0	0
CADM2-AS2	1	0	0	0	0	0
RN7SL253P	0	0	0	0	0	0
RPL19P18	0	0	1	1	0	1
UBA52P7	0	0	0	0	0	0
TRBV11-2	0	0	0	0	0	1
PPP1R2P6	0	0	0	0	0	0
RN7SL418P	2	3	1	1	0	3
RPL19P11	1	2	0	0	3	1
LINC01327	0	1	0	0	0	0
RPS27P12	0	1	0	0	0	0
RPL31P49	5	7	2	1	4	5
ADAMTS9-AS2	0	7	0	0	0	0
ARPC1A	393	260	316	231	325	287
RN7SL704P	1	1	2	1	1	2
GM2AP1	0	0	0	0	0	1
LINC02053	0	1	0	0	0	0
TMEFF1	0	1	3	0	1	1
RN7SL265P	0	0	0	0	0	0
VWFP1	0	0	0	0	0	0
SUMO1P1	0	0	0	1	0	0
FABP5P3	0	2	4	1	0	0
ZNF90P1	0	2	0	2	4	1
RPL7AP30	98	125	98	58	132	78
XACT	0	4	0	0	0	0
RN7SL788P	0	1	0	0	0	0
RPSAP52	1	4	2	1	0	2
IGKV1-9	0	0	0	0	0	0
RN7SL83P	0	0	0	0	0	0
RN7SL714P	0	0	0	0	0	0
RPS26P45	0	0	0	1	0	0
LINC01324	1	0	0	1	0	1
LINC00893	42	14	13	32	16	45
RN7SL390P	0	1	2	4	4	2
MTND4P16	0	1	0	0	0	0
COX6B1P2	0	0	0	0	0	0
RN7SL504P	2	1	0	0	1	1
ENO1P4	0	0	0	0	0	0
RN7SL817P	0	0	0	0	0	0
SPRR2A	0	0	0	0	0	0
RN7SL319P	0	1	1	0	0	1
RPS15AP34	0	0	0	0	0	0
HMGN2P13	0	0	1	0	0	1
SCG5-AS1	4	3	0	2	3	5
RN7SL170P	0	0	0	0	0	0
RPL7P42	3	2	0	4	0	5
RPL21P54	0	0	0	0	0	0
CECR3	0	2	0	0	0	0
RN7SL149P	0	0	0	0	0	0
ATP5PO	892	850	731	476	820	595
PLEKHO2	286	245	273	138	316	222
C8orf58	206	139	129	94	191	159
ANOS2P	0	1	0	0	0	0
GAPDHP50	0	0	0	1	0	0
RN7SL401P	0	0	0	0	0	0
RN7SL434P	1	1	0	1	2	0
RN7SL363P	0	0	0	0	0	0
TOMM22P6	0	0	0	0	0	0
PISD	692	589	574	323	637	490
KLF3P2	0	0	0	0	0	0
RPSAP37	0	0	0	0	0	1
RPL13P4	9	1	3	1	4	6
RPL9P6	0	0	0	0	0	0
TPT1P3	1	1	1	0	0	0
NDUFS6P1	0	0	0	0	0	0
RPS20P4	29	16	18	7	19	10
TRBVB	0	0	0	0	0	0
RPS29P21	1	2	0	0	0	1
RPL14P3	9	6	7	4	6	7
MTCO1P55	1	1	1	0	0	0
RPL35AP34	2	2	6	3	2	5
DENND6A-DT	5	1	0	1	1	3
HOGA1	16	16	13	8	21	17
RN7SL517P	0	0	0	4	1	1
RPL32P26	1	1	0	0	0	1
RPS20P20	0	0	2	0	2	1
RN7SL188P	0	0	0	0	0	0
PWP2	95	104	97	49	102	58
HNRNPA1P24	2	2	1	1	1	5
RPL29P23	0	0	0	0	0	0
RN7SL76P	2	0	1	1	0	1
RN7SL655P	0	0	1	1	0	1
RN7SL135P	0	0	0	0	0	0
RPS2P25	2	0	0	0	0	0
PI4KA	1357	967	864	646	968	936
ELOCP19	9	8	4	10	6	15
RN7SL566P	1	2	1	2	1	0
RPL7AP2	6	6	1	3	2	6
WWTR1-IT1	4	1	3	2	2	3
PRR34-AS1	238	238	232	132	278	189
RN7SL831P	0	0	0	0	0	0
RPL38P1	0	0	0	0	0	0
RN7SL323P	0	0	0	0	0	0
RN7SL26P	0	0	0	0	0	0
ALG1L15P	4	10	7	5	10	8
KIR3DL3	0	0	0	0	0	0
RN7SL68P	2	1	1	1	0	1
HYPK	57	27	24	18	21	36
RPL35AP28	0	0	0	0	1	0
LINC01743	0	0	1	0	0	0
DNAJB8-AS1	0	2	0	0	0	0
RPL10P7	0	1	0	0	0	0
RPS4XP19	0	0	0	0	0	0
RPS3AP49	3	3	4	1	2	3
MARK2P6	0	2	0	1	1	0
RN7SL291P	0	0	0	0	0	0
RN7SL214P	0	0	0	0	0	0
RPL9P28	1	0	1	0	1	1
NPM1P17	0	0	0	0	0	0
RPL7AP6	163	170	123	73	129	91
IGKV1-33	0	0	0	0	0	0
RN7SL318P	0	0	0	0	0	0
SLC5A4-AS1	0	3	1	0	2	1
RPL7AP31	1	2	1	2	1	3
RPS20P33	4	0	0	0	2	1
MUC20-OT1	126	110	87	77	89	119
RPL36AP41	0	1	0	4	2	3
FOXP1-IT1	32	10	5	9	11	15
RPL9P32	4	0	1	2	2	1
RN7SL416P	0	0	0	0	0	0
RN7SL152P	0	1	0	0	0	0
LINC02618	0	1	2	0	0	0
LINC01100	0	0	0	0	0	0
NPM1P23	0	0	0	0	0	0
AMACR	129	88	94	73	85	97
TOPORSLP	0	7	0	0	0	0
RN7SL124P	0	2	2	2	1	4
MTFP1	86	74	52	36	64	54
RN7SL201P	0	0	0	0	0	0
MDFIC2	9	7	6	6	7	5
RN7SL267P	0	0	0	1	0	0
SNHG3	1766	1225	1182	993	1498	1340
RPL5P13	0	0	1	0	2	1
RPL17P2	0	0	0	0	0	0
RPL11P5	0	1	2	1	1	1
SERBP1P3	1	2	2	1	0	1
LASTR	2	3	1	3	1	11
DYNLL1P5	0	0	1	0	0	0
OFD1P6Y	0	0	0	0	0	0
RN7SL361P	0	1	0	0	0	0
ABCF2P1	10	6	8	5	13	3
RN7SL222P	0	0	0	0	0	0
RN7SL329P	0	1	0	0	0	0
ARHGDIG	3	0	0	0	1	1
RN7SL127P	0	1	0	1	0	1
RPL39P31	0	0	0	0	0	0
MTND4P17	0	0	0	0	0	0
RN7SL745P	1	1	0	0	0	0
CRYZL2P	60	28	20	28	36	25
SRRM1P2	0	2	0	2	1	0
RN7SL215P	0	0	0	0	0	0
RPS26P35	1	0	1	2	0	0
HOXB-AS4	24	20	24	20	23	13
RPL5P29	7	8	5	3	11	1
RPL32P12	1	1	0	0	1	1
MTND3P6	0	0	0	0	0	0
RN7SL97P	0	0	0	0	0	0
TCP10L	1	1	0	0	0	0
PSG2	6	4	4	4	12	2
RPS3AP14	1	0	0	0	0	0
RN7SL594P	0	0	0	0	0	0
RN7SL306P	0	0	1	0	0	2
NECTIN3-AS1	5	5	3	2	3	3
ATP5MC1P3	0	0	0	0	1	0
ARFGAP3	1720	950	957	914	1179	1215
RPL7AP57	0	1	1	0	0	1
RN7SL20P	1	0	3	0	2	0
BGLAP	1	3	2	3	2	7
RPL39P34	0	0	0	0	0	0
RN7SL57P	1	0	0	1	0	0
LINC00996	2	1	0	2	0	1
C22orf39	464	329	335	282	431	391
PEG10	11834	5656	6060	5719	7332	8268
RN7SL456P	0	0	0	0	0	0
SKINT1L	0	1	0	0	1	0
LINC02082	3	1	4	1	3	5
AK2P2	1	1	0	0	1	0
RPL5P3	22	25	15	11	21	25
RPS3AP48	0	2	0	0	1	0
SLC16A1P1	0	0	0	0	0	0
RN7SL159P	0	0	0	0	0	0
RPL6P8	0	0	0	0	0	0
BMS1P4-AGAP5	0	0	0	0	0	0
ZBTB20-AS5	10	9	6	6	4	12
RPL36AP51	0	3	0	0	0	1
RPS29P1	0	0	0	0	0	0
STAG3L5P	484	316	268	280	253	439
DEFB109A	0	0	0	0	0	0
RPS26P52	3	1	1	2	1	9
RPL12P32	7	3	1	1	2	2
RN7SL685P	0	2	0	0	0	0
RPL21P126	0	0	0	0	0	0
RPL23AP40	0	1	0	0	0	1
RPS12P31	3	2	1	2	1	3
MCUR1P2	0	0	0	0	0	0
RN7SL683P	0	1	0	1	0	0
INHCAP	0	0	1	1	0	0
LINC02025	0	0	0	0	0	0
RN7SL646P	0	0	0	1	0	0
RN7SL561P	0	0	0	1	0	0
FAM91A3P	8	4	3	1	5	11
RPL12P30	0	0	0	0	0	0
RPS21P4	0	0	0	0	0	0
RN7SL272P	0	0	0	0	0	0
CT47A2	0	0	0	0	0	0
NDUFA5P5	0	0	0	0	0	1
UGT1A8	0	1	0	0	0	0
KCNAB1-AS1	0	0	0	0	0	0
IGKV1-39	0	0	0	0	0	0
EIF6	3129	2972	2700	1604	3270	2489
RN7SL741P	24	19	7	9	12	24
LINC00901	1	1	0	0	0	0
H2AC3P	0	0	0	0	0	0
RBMY1E	0	0	0	0	0	0
RPL6P9	0	0	1	0	0	0
RN7SL800P	0	0	0	0	0	0
RPS20P23	0	0	0	0	0	0
DBIL5P2	1	2	0	1	0	1
RPL18P1	0	3	0	0	0	0
PCDHGC4	3	4	0	2	1	1
RPL12P36	0	1	0	0	0	0
CFAP20DC-AS1	0	1	0	0	1	2
RN7SL274P	0	0	0	0	0	2
UPK3BP1	3	0	1	0	2	1
RN7SL789P	1	1	0	0	0	1
LINC02046	0	0	0	1	0	0
GTF2A1L	1	0	0	0	0	0
RPL7AP11	15	18	15	8	8	17
MTCO3P38	0	1	0	0	0	0
RBBP4P2	8	5	8	7	5	11
RPS15AP32	0	0	0	0	0	0
IGHJ5	0	0	1	0	0	0
KIR2DP1	0	2	0	0	0	0
RN7SL392P	0	0	0	0	0	0
RN7SL293P	0	0	0	0	0	0
MRPL20	1719	1696	1551	930	1863	1381
RN7SL37P	6	4	3	4	0	6
ARPIN	870	513	538	455	580	594
RN7SL156P	0	0	1	0	0	0
NDUFB4P1	5	2	0	0	0	1
LINC01206	0	6	1	0	0	0
UGT1A10	0	0	0	0	0	0
LINC00960	35	32	26	24	39	25
MAGEA5	0	0	0	0	0	0
KLHL6-AS1	0	0	0	0	0	0
OR2U2P	0	1	0	0	0	0
OR7E100P	1	2	2	1	2	1
AHCYP8	0	0	0	0	0	0
IGKV2D-28	0	0	0	0	0	0
MRE11P1	24	15	19	18	18	14
RN7SL169P	0	0	0	0	0	0
SERPINB10	0	2	0	0	2	0
POU5F1P6	0	0	0	0	0	0
MRPL42P4	0	1	0	0	0	0
RN7SL144P	74	1	0	1	1	56
RN7SL797P	0	0	0	0	0	0
ATP5MGP5	0	2	0	0	0	0
DCAF13P1	16	11	15	14	20	12
RN7SL372P	0	0	0	0	0	0
RPL21P11	1	0	0	1	1	0
ACTR3P3	0	1	0	0	0	0
HLA-DMB	11	6	2	5	1	7
TUBAP13	6	5	2	8	7	12
IGKV1D-43	0	0	0	0	0	0
KMT5AP3	0	0	1	0	0	0
RPL26P26	1	1	0	0	0	1
MED28P8	0	0	0	0	0	0
CSAG4	1	1	0	0	0	0
MBL1P	0	1	0	0	0	0
RPL35AP13	10	7	10	12	13	17
RPS3AP34	0	0	0	0	0	0
RPS23P5	1	1	0	0	0	0
CCDC137P	4	2	1	2	3	2
OR5BH1P	3	1	1	0	2	1
DECR2	192	169	193	108	173	189
RN7SL164P	3	2	5	7	5	3
GNG10	68	44	43	39	49	36
RPS24P16	0	1	2	2	3	2
RPS14P7	0	0	0	0	0	0
RPL21P129	0	0	0	0	0	0
RN7SL294P	0	0	0	0	0	0
RPS29P11	0	0	0	0	0	0
LINC00971	0	3	0	0	0	0
RN7SL292P	0	1	0	0	0	0
RN7SL862P	0	1	0	1	0	2
RN7SL132P	0	0	0	0	0	0
RPL32P14	0	2	0	0	0	0
RN7SL581P	0	0	0	0	0	0
RPS3AP43	2	0	1	3	1	0
RN7SL317P	0	1	0	0	0	1
RPL22P13	0	1	0	0	1	0
LINC02010	0	0	0	0	0	0
RN7SL167P	0	0	0	0	0	0
RPS16P9	0	0	0	0	0	0
RPL12P21	2	1	3	0	0	1
PDE6B-AS1	0	2	0	0	0	0
RN7SL304P	0	0	0	0	0	0
CNTF	19	12	10	15	12	10
RPS27AP1	2	3	1	0	4	0
RN7SL40P	2	7	0	2	6	3
RPL5P12	2	0	1	0	1	1
RN7SL516P	0	0	0	0	0	0
CCT4P1	5	2	0	0	6	2
ICE2P2	10	3	7	5	4	4
RPS27AP9	0	0	0	0	0	1
RN7SL362P	1	0	3	1	0	0
RPL30P9	0	0	0	0	0	0
CCDC169	22	36	14	24	17	18
RN7SL806P	0	0	0	0	0	1
UQCRHP4	0	1	0	0	0	0
FAM86LP	0	2	1	0	0	0
RTL5	25	3	2	7	12	8
RPSAP26	0	0	0	0	0	0
TRBV1	0	0	0	0	0	0
LINC02005	0	1	0	0	0	0
RPL23AP81	3	0	2	4	1	0
NMTRQ-TTG12-1	0	1	0	0	0	0
RHOT1P3	6	6	5	2	4	3
LINC00882	6	8	3	4	6	4
RN7SL824P	0	0	0	0	0	0
IGKV1D-17	0	0	0	0	0	0
ZBTB20-AS4	3	1	2	0	0	2
RN7SL432P	0	0	0	0	0	0
CD200R1L-AS1	0	0	0	0	0	0
TRBV5-2	0	0	0	0	0	0
ZNF702P	157	74	68	82	90	98
LINC02050	0	1	0	0	0	0
RN7SL299P	0	0	0	0	0	0
GLYCTK-AS1	12	4	7	5	2	6
AP5Z1	1171	867	801	589	980	936
RPL26P31	0	1	0	0	0	0
SOX2-OT	2	9	3	1	5	2
MRPL42P6	0	0	0	0	0	1
RN7SL229P	0	0	0	0	0	0
RN7SL846P	0	1	1	0	0	0
RPS26P21	3	2	1	1	0	1
RPL7AP56	0	0	1	2	1	1
MTCO3P35	1	0	0	0	1	0
RPL21P13	0	0	0	0	1	1
KRT8P35	2	3	1	4	1	2
ALDOAP1	3	2	2	1	1	0
RPL23AP68	0	0	0	0	0	0
ZNF709	1	3	1	3	1	1
RN7SL749P	7	7	8	2	8	11
DNM1P24	0	0	0	0	0	0
RN7SL496P	28	15	11	10	20	24
VN1R105P	0	0	0	0	0	0
RN7SL180P	0	0	0	0	0	2
RN7SL677P	0	0	3	0	3	1
RN7SL244P	0	0	0	0	0	0
STRC	1	0	0	0	0	0
RBMY1B	0	0	0	0	0	0
RN7SL812P	3	0	0	0	0	0
RPL5P11	4	2	2	3	6	5
IGHJ3	0	0	0	0	0	0
RN7SL449P	5	2	0	0	2	2
RN7SL413P	0	0	2	1	0	0
RN7SL634P	1	0	0	2	1	0
RPL7P16	1	0	2	1	0	2
FLNC-AS1	4	2	3	1	2	2
AADACL2-AS1	0	1	0	0	0	0
RN7SL384P	0	0	0	0	0	0
SNRPGP7	0	2	2	0	2	0
RPL21P104	0	0	0	0	1	0
PLCH1-AS2	0	0	0	0	0	0
RN7SL868P	0	0	0	0	0	0
RPL7P49	4	2	0	1	0	4
RPL30P6	0	0	0	0	0	0
RPL12P7	0	0	0	0	0	0
NKAIN1P1	0	0	0	0	0	0
RPL29P32	0	0	0	0	0	0
EPS15P1	0	1	0	1	0	2
ERVW-1	5	5	3	2	2	5
RPSAP3	3	6	2	1	2	1
FTH1P23	18	16	14	14	26	12
RN7SL233P	0	0	0	1	1	0
RN7SL177P	0	0	0	0	0	0
PPIAP83	0	0	1	1	1	0
RPS15AP18	0	1	0	0	0	0
CABYRP1	17	4	8	6	3	5
RN7SL50P	0	1	0	0	0	0
RPL21P99	3	3	0	0	1	1
RN7SL332P	0	0	0	0	0	0
RPL13AP23	17	16	6	12	11	6
RPL7P40	0	1	0	0	0	0
FTH1P4	13	17	24	11	15	10
RPL32P25	0	1	0	0	0	1
RN7SL379P	0	0	0	0	0	0
RN7SL239P	6	5	4	2	1	2
RN7SL16P	2	2	1	1	4	1
RPL12P35	0	4	3	1	2	2
RN7SL266P	0	0	0	0	0	0
PTMAP8	7	6	10	4	4	4
RN7SL737P	0	0	0	0	0	0
RPL7P39	0	0	0	0	0	0
MARK3P3	0	1	0	0	1	0
UBA52P3	2	7	3	3	3	5
MTAPP1	0	1	0	0	0	0
RN7SL354P	0	0	0	0	0	0
RN7SL635P	0	1	2	0	2	0
GAPDHP47	1	1	0	0	0	0
RN7SL810P	0	0	0	0	0	0
RBMY2FP	0	0	0	0	0	0
FTHL18	0	0	0	0	0	0
RN7SL33P	0	1	0	0	0	1
RPL30P10	0	0	0	0	0	0
RN7SL269P	1	1	0	1	0	0
RPL31P58	0	2	3	1	2	1
GK-AS1	4	0	2	3	0	1
EIF4EBP3	6	1	2	3	2	4
RPL39P33	1	0	0	0	0	0
RN7SL400P	0	0	0	0	0	0
IGKV3-7	0	0	0	0	0	0
ABCC13	0	4	0	0	0	1
RN7SL842P	2	0	1	0	1	0
ARHGEF26-AS1	0	3	3	0	1	0
PRAMEF4	0	0	0	0	0	0
RN7SL519P	0	1	0	0	0	0
LINC00870	0	2	0	0	1	1
RPL32P2	3	1	2	0	1	2
RPL3P10	2	0	1	0	0	0
RPS3P7	5	0	1	1	0	1
RN7SL452P	1	3	2	1	1	1
MTND4LP14	0	0	0	0	0	0
RN7SL849P	0	0	0	0	0	0
RN7SL643P	0	1	0	0	0	0
RN7SL807P	0	0	0	0	0	0
PSG11	2	9	6	0	5	1
RN7SL22P	0	0	0	0	0	0
PSG4	61	78	95	26	102	44
RPL23AP66	1	1	1	0	0	2
MRPL33	973	785	908	478	925	607
LINC02040	0	0	0	0	0	0
SYPL1P1	0	0	0	0	0	0
MICAL3	1135	825	919	520	834	795
RPS10P28	0	0	0	0	0	0
RN7SL861P	1	0	0	0	0	0
RPSAP36	2	5	4	2	5	1
CCDC39-AS1	0	0	0	1	0	0
HNRNPA1P17	1	1	0	0	0	0
PRKAR2B-AS1	1	0	0	0	0	0
TUBBP11	0	1	0	0	0	0
TUSC7	0	1	0	0	0	0
PPAN-P2RY11	0	0	0	0	0	0
RN7SL55P	1	1	1	0	1	1
PCDHAC2	795	425	394	399	488	665
GSTA9P	1	0	0	0	0	0
IGKV2-30	0	0	0	0	0	0
STON1	138	46	39	61	61	86
RPS6P16	2	3	0	2	1	2
RN7SL350P	0	2	0	0	0	0
RPL30P14	12	8	6	2	4	8
MTCO2P29	0	1	0	2	0	0
RN7SL558P	3	0	4	0	1	2
IGKV2D-29	0	0	0	0	0	0
RPL23AP55	2	0	4	1	4	1
RN7SL614P	0	0	3	0	0	0
RN7SL571P	0	0	0	0	0	0
PRAF2	263	133	123	112	164	224
VSIG8	4	1	3	3	0	1
RPS17P14	0	0	1	0	0	0
AGAP13P	1	1	0	1	0	0
IGKV1-12	0	0	0	0	0	0
RPL31P61	6	4	2	0	2	4
POM121L6P	0	0	0	0	0	0
RN7SL285P	1	2	1	0	3	1
GUCY2GP	0	1	0	0	0	0
STMP1	509	297	395	246	464	323
FGF14-IT1	1	2	0	0	0	0
LINC01998	2	1	1	2	0	1
PTPRVP	2	3	0	3	0	1
RN7SL174P	0	0	0	0	0	2
KCTD7	334	282	213	174	310	262
RN7SL307P	0	1	1	1	0	0
RN7SL738P	2	0	1	0	4	2
RN7SL601P	0	0	0	0	0	0
LINC02045	1	1	0	0	0	1
RN7SL8P	19	8	7	4	8	9
RPS29P19	1	2	0	0	0	2
RN7SL815P	0	1	0	0	0	0
EFNA4	203	112	122	108	150	144
RN7SL278P	9	8	6	3	8	3
RN7SL60P	1	2	0	1	1	0
MCCC1-AS1	0	1	0	0	0	1
RN7SL775P	4	2	2	3	1	2
RN7SL173P	0	0	0	0	0	2
RN7SL72P	0	0	0	0	0	0
RN7SL89P	0	0	1	0	0	1
RPL3P3	4	4	2	0	1	0
RPL32P7	0	2	1	0	0	0
RN7SL141P	1	3	0	1	0	3
RPL35AP32	0	0	0	0	0	1
MRPS31P5	14	4	7	8	7	25
PSMD6-AS1	0	0	0	0	0	0
TICAM2	0	0	1	0	0	1
RPS3AP18	0	3	1	0	2	0
RN7SL734P	0	1	0	0	0	0
RPL23AP49	0	0	0	0	0	0
RN7SL107P	8	2	2	3	5	4
RN7SL454P	7	6	3	3	4	4
OR7E29P	1	0	0	0	0	0
RPL5P30	92	75	90	26	80	37
RN7SL370P	1	0	0	0	2	1
LARP1BP2	0	0	0	0	0	0
RN7SL352P	0	0	0	0	0	0
RN7SL284P	1	1	1	1	0	3
C4orf48	114	110	131	74	113	110
RPS18P13	1	1	3	0	1	1
IGKV1-5	0	0	0	0	0	0
INGX	0	0	0	0	0	1
RPL7P51	0	0	0	0	0	0
NAA80	184	88	111	106	143	170
AOX2P	1	0	0	1	0	1
MNX1-AS1	0	3	2	0	0	0
AMY2A	0	0	0	0	0	0
MIR1302-2HG	0	0	0	0	0	0
RN7SL337P	0	0	0	0	0	0
KRTAP10-11	0	0	0	0	0	0
GMFBP1	20	17	9	5	16	20
UBA52P5	2	1	4	1	2	2
RPS6P21	0	0	0	0	0	0
RPS23P1	1	0	2	1	4	0
RN7SL240P	0	0	0	0	0	0
DNAJB6P7	1	1	1	1	1	2
TNFRSF6B	0	0	0	0	0	0
RN7SL111P	0	0	0	0	0	0
RPL32P33	0	0	1	0	1	2
RPL12P40	0	2	0	0	0	0
IGLVIVOR22-2	0	0	0	1	0	0
RPL5P33	0	0	0	0	0	1
RN7SL19P	0	0	1	0	0	0
RPL32P20	0	0	1	0	0	0
RPS26P28	5	8	3	3	7	7
RN7SL649P	0	1	0	0	0	0
RN7SL104P	0	0	0	0	0	0
WFDC6	0	0	0	0	0	0
RN7SL172P	0	0	0	0	0	0
RN7SL108P	0	0	0	0	0	0
HNRNPKP4	606	407	468	327	524	414
RN7SL101P	0	0	0	0	0	0
RN7SL705P	0	0	0	0	0	0
LINC01214	0	0	0	0	0	0
RN7SL364P	2	6	1	0	2	2
RN7SL838P	15	14	10	4	9	10
UPK3B	63	66	71	40	89	31
LINC02017	6	1	5	0	3	5
RPS29P25	0	0	0	0	0	0
RN7SL282P	0	0	0	0	0	0
RPL17P22	11	12	13	10	14	9
LINC02049	0	2	0	0	0	0
RPL12P24	0	0	0	0	0	0
RPL35AP26	0	0	0	0	0	0
RPS2P44	9	5	2	3	3	7
SMIM34A	0	0	0	0	0	0
LINC00880	2	1	1	0	1	3
RN7SL542P	0	0	1	0	0	0
OR13C7	1	0	1	1	0	2
RN7SL526P	0	0	0	0	0	0
TSPY20P	0	0	0	0	0	0
IL10RB	58	35	39	28	34	41
CFB	420	176	156	246	149	319
RN7SL834P	27	5	10	8	19	18
MTND5P16	0	0	0	0	0	0
ZNF487	48	22	28	25	45	38
WBP1LP1	0	0	0	0	0	0
RPS4XP14	41	27	31	10	26	17
RPS29P12	0	0	0	0	0	0
WDR92	127	67	87	58	95	88
RPL34P23	0	1	0	0	0	0
RN7SL761P	0	0	0	0	0	0
RPS3AP40	0	2	0	0	2	0
OR7E66P	0	0	0	0	0	0
RPL35AP9	0	1	1	0	0	0
NME2	701	448	518	364	615	444
RPL37P23	861	861	709	355	866	653
RPLP1P11	0	0	0	0	0	0
RPL35AP10	0	0	1	1	0	0
LINC02027	0	0	0	0	1	0
RN7SL598P	1	1	1	1	1	0
DUBR	178	133	121	103	145	132
RN7SL638P	1	1	0	1	0	0
RN7SL105P	0	0	0	1	1	1
PLA2G4B	19	11	16	20	12	21
LEFTY1	0	1	0	0	0	0
CFAP57	21	26	11	8	19	16
RPL21P116	0	3	0	0	0	0
CACNA2D3-AS1	21	6	5	8	12	9
NPIPB5	7	12	6	3	16	13
RPL21P127	2	1	0	0	0	0
RPL23AP63	0	0	0	0	0	0
RN7SL393P	0	0	0	0	0	0
TTC4	79	54	65	40	51	45
