# Argument List:
# Name = demo
# peak file = Analysis/MAX_HeLa_S3_chip_seq.bed
# distance = 100000 bp
#chrom	txStart	txEnd	refseq	score	strand	symbol	rank
chr17	82035880	82037697	NM_001195218	0.000	-	DCXR	NA
chr17	81932385	81937257	NM_006907	0.000	-	PYCR1	NA
chr17	81952506	81961181	NM_178493	0.000	-	NOTUM	NA
chr17	82051886	82057470	NM_212492	0.000	+	GPS1	NA
chr17	82078337	82098230	NM_004104	0.000	-	FASN	NA
chr17	82057871	82065821	NM_022156	0.000	-	DUS1L	NA
chr17	82051886	82057470	NM_004127	0.000	+	GPS1	NA
chr17	82242660	82273718	NM_139062	0.000	-	CSNK1D	NA
chr17	82242660	82273718	NM_001893	0.000	-	CSNK1D	NA
chr17	82236667	82236728	NR_106845	0.000	+	MIR6787	NA
chr17	82228405	82239499	NM_001206950	0.000	+	SLC16A3	NA
chr17	82234898	82239499	NM_001206951	0.000	+	SLC16A3	NA
chr17	82235773	82239499	NM_001206952	0.000	+	SLC16A3	NA
chr17	82242660	82273742	NR_110578	0.000	-	CSNK1D	NA
chr17	82229010	82239499	NM_004207	0.000	+	SLC16A3	NA
chr17	82232231	82239499	NM_001042423	0.000	+	SLC16A3	NA
chr17	82228405	82239499	NM_001042422	0.000	+	SLC16A3	NA
chr17	82374276	82375586	NM_018949	0.000	+	UTS2R	NA
chr17	82389209	82418637	NR_033265	0.000	-	OGFOD3	NA
chr17	82418375	82442640	NM_173620	0.000	+	HEXDC	NA
chr17	82389209	82418637	NM_024648	0.000	-	OGFOD3	NA
chr17	82321023	82334045	NM_003004	0.000	-	SECTM1	NA
chr17	82359246	82363776	NM_207459	0.000	+	TEX19	NA
chr17	82314869	82317604	NM_006137	0.000	-	CD7	NA
chr17	82389209	82418637	NM_175902	0.000	-	OGFOD3	NA
chr17	82458663	82488267	NM_012336	0.000	+	NARF	NA
chr17	82449714	82450831	NR_036519	0.000	-	C17orf62	NA
chr17	82458663	82488267	NM_031968	0.000	+	NARF	NA
chr17	82458663	82488267	NM_001083608	0.000	+	NARF	NA
chr17	82458183	82488267	NM_001038618	0.000	+	NARF	NA
chr17	82668232	82668307	NR_039751	0.000	-	MIR4525	NA
chr17	82614561	82648535	NM_019613	0.000	-	WDR45B	NA
chr17	82657066	82698722	NM_006822	0.000	-	RAB40B	NA
chr17	82716705	82728017	NR_046408	0.000	+	FN3KRP	NA
chr17	82735575	82751197	NM_022158	0.000	+	FN3K	NA
chr17	82716705	82728017	NM_024619	0.000	+	FN3KRP	NA
chr17	83079690	83095126	NM_001004431	0.000	+	METRNL	NA
chr18	25061923	25352250	NM_015461	0.000	-	ZNF521	NA
chr18	58671385	58750139	NM_006785	0.000	+	MALT1	NA
chr18	58671385	58750139	NM_173844	0.000	+	MALT1	NA
chr18	7567315	8406861	NM_002845	0.000	+	PTPRM	NA
chr18	7567315	8406861	NM_001105244	0.000	+	PTPRM	NA
chr18	5238099	5246506	NR_015389	0.000	+	LINC00667	NA
chr18	3496031	4455266	NM_004746	0.000	-	DLGAP1	NA
chr18	3502144	4455266	NM_001242761	0.000	-	DLGAP1	NA
chr18	13278104	13652754	NM_181481	0.000	+	LDLRAD4	NA
chr18	13218729	13652754	NM_181482	0.000	+	LDLRAD4	NA
chr18	10454627	10488701	NM_153000	0.000	+	APCDD1	NA
chr18	13611763	13652754	NM_001276249	0.000	+	LDLRAD4	NA
chr18	13611463	13652754	NM_001003675	0.000	+	LDLRAD4	NA
chr18	13611463	13652754	NM_001003674	0.000	+	LDLRAD4	NA
chr18	31447768	31478702	NM_001944	0.000	+	DSG3	NA
chr18	36297695	36780059	NM_001281739	0.000	+	FHOD3	NA
chr18	34593317	34829328	NM_001128175	0.000	+	DTNA	NA
chr18	34593317	34891844	NM_001198938	0.000	+	DTNA	NA
chr18	36297695	36780059	NM_025135	0.000	+	FHOD3	NA
chr18	34493289	34868812	NM_032979	0.000	+	DTNA	NA
chr18	34493289	34891844	NM_032975	0.000	+	DTNA	NA
chr18	34593317	34891844	NM_001198939	0.000	+	DTNA	NA
chr18	34493289	34868812	NM_001198945	0.000	+	DTNA	NA
chr18	36297695	36780059	NM_001281740	0.000	+	FHOD3	NA
chr18	34493289	34829328	NM_001392	0.000	+	DTNA	NA
chr18	34593317	34891844	NM_001198940	0.000	+	DTNA	NA
chr18	42743217	43115692	NM_001272077	0.000	-	RIT2	NA
chr18	49043801	49460709	NM_017653	0.000	-	DYM	NA
chr18	42743217	43115692	NM_002930	0.000	-	RIT2	NA
chr18	52340171	53535903	NM_005215	0.000	+	DCC	NA
chr18	56602821	56638689	NM_004786	0.000	-	TXNL1	NA
chr18	57646425	57803095	NM_005603	0.000	-	ATP8B1	NA
chr18	56602821	56638689	NR_024546	0.000	-	TXNL1	NA
chr18	61815070	61893071	NM_173557	0.000	-	RNF152	NA
chr18	62715438	62980443	NM_194449	0.000	+	PHLPP1	NA
chr18	74435727	74457268	NM_001044369	0.000	-	FAM69C	NA
chr18	76528654	76559827	NR_015417	0.000	+	LINC00908	NA
chr18	79679800	79754510	NM_004715	0.000	+	CTDP1	NA
chr18	79679800	79754510	NM_048368	0.000	+	CTDP1	NA
chr18	79681429	79754510	NM_001202504	0.000	+	CTDP1	NA
chr18	214519	268059	NM_005131	0.000	-	THOC1	NA
chr18	319354	500729	NM_130386	0.000	-	COLEC12	NA
chr18	721591	812326	NM_005433	0.000	-	YES1	NA
chr18	1268310	1359629	NR_023926	0.000	-	LINC00470	NA
chr18	1268310	1359629	NR_023925	0.000	-	LINC00470	NA
chr18	1268310	1359629	NR_023927	0.000	-	LINC00470	NA
chr18	1268310	1359629	NR_110327	0.000	-	LINC00470	NA
chr18	2847029	2914092	NM_032048	0.000	+	EMILIN2	NA
chr18	2655886	2805017	NM_015295	0.000	+	SMCHD1	NA
chr18	5748818	5795901	NR_038839	0.000	+	MIR3976HG	NA
chr18	5392380	5628991	NM_001281535	0.000	-	EPB41L3	NA
chr18	12308058	12326616	NM_001303526	0.000	+	TUBB6	NA
chr18	12307668	12326616	NM_001303524	0.000	+	TUBB6	NA
chr18	12308058	12326616	NM_001303528	0.000	+	TUBB6	NA
chr18	12308058	12326616	NM_001303527	0.000	+	TUBB6	NA
chr18	12308058	12329825	NM_001303525	0.000	+	TUBB6	NA
chr18	12308058	12326616	NM_032525	0.000	+	TUBB6	NA
chr18	11689014	11885684	NM_182978	0.000	+	GNAL	NA
chr18	12308058	12326616	NM_001303529	0.000	+	TUBB6	NA
chr18	12308058	12326616	NM_001303530	0.000	+	TUBB6	NA
chr18	13882043	13915536	NM_000529	0.000	-	MC2R	NA
chr18	13882043	13915707	NM_001291911	0.000	-	MC2R	NA
chr18	14748239	14852738	NM_001145029	0.000	+	ANKRD30B	NA
chr18	23296014	23437961	NM_032933	0.000	-	TMEM241	NA
chr18	23452822	23483135	NM_003831	0.000	+	RIOK3	NA
chr18	23155824	23260470	NM_138375	0.000	+	CABLES1	NA
chr18	23134563	23260470	NM_001256438	0.000	+	CABLES1	NA
chr18	23134563	23260470	NR_023359	0.000	+	CABLES1	NA
chr18	23135762	23260470	NM_001100619	0.000	+	CABLES1	NA
chr18	23689442	23773822	NM_001302996	0.000	+	LAMA3	NA
chr18	23689442	23796153	NR_130106	0.000	+	LAMA3	NA
chr18	23689442	23955065	NM_001127717	0.000	+	LAMA3	NA
chr18	23689442	23955065	NM_198129	0.000	+	LAMA3	NA
chr18	24162045	24397869	NM_080597	0.000	-	OSBPL1A	NA
chr18	24628181	24662198	NR_040033	0.000	+	LOC729950	NA
chr18	26016252	26090647	NM_005637	0.000	-	SS18	NA
chr18	26016252	26090647	NM_001007559	0.000	-	SS18	NA
chr18	26454910	26549435	NM_001136205	0.000	-	KCTD1	NA
chr18	26915630	27185338	NM_031422	0.000	-	CHST9	NA
chr18	26454910	26548536	NM_001142730	0.000	-	KCTD1	NA
chr18	26915630	27185338	NM_001256316	0.000	-	CHST9	NA
chr18	26226882	26391686	NM_001293725	0.000	+	TAF4B	NA
chr18	26454910	26549814	NM_001258221	0.000	-	KCTD1	NA
chr18	26226882	26391686	NM_005640	0.000	+	TAF4B	NA
chr18	26454910	26640344	NM_198991	0.000	-	KCTD1	NA
chr18	26865307	26935946	NR_026908	0.000	+	AQP4-AS1	NA
chr18	26454910	26657401	NM_001258222	0.000	-	KCTD1	NA
chr18	26226882	26391686	NR_121653	0.000	+	TAF4B	NA
chr18	27950965	28177481	NM_001792	0.000	-	CDH2	NA
chr18	31318088	31359246	NM_001942	0.000	+	DSG1	NA
chr18	32092605	32131561	NM_198128	0.000	+	RNF138	NA
chr18	32091854	32131561	NM_016271	0.000	+	RNF138	NA
chr18	32092605	32131561	NM_001191324	0.000	+	RNF138	NA
chr18	31829172	31943128	NM_014939	0.000	-	TRAPPC8	NA
chr18	32672670	32773011	NM_020805	0.000	-	KLHL14	NA
chr18	32937401	33440081	NM_001105528	0.000	-	CCDC178	NA
chr18	32937401	33440721	NM_198995	0.000	-	CCDC178	NA
chr18	33851099	34223551	NM_003787	0.000	-	NOL4	NA
chr18	33578576	33747435	NM_030632	0.000	+	ASXL3	NA
chr18	33851099	34222470	NM_001282527	0.000	-	NOL4	NA
chr18	33851099	34223551	NM_001198546	0.000	-	NOL4	NA
chr18	33851099	34222470	NM_001198547	0.000	-	NOL4	NA
chr18	33851099	34223551	NM_001198548	0.000	-	NOL4	NA
chr18	33851099	34048612	NM_001198549	0.000	-	NOL4	NA
chr18	35251057	35290245	NM_001166012	0.000	-	ZSCAN30	NA
chr18	34710231	34868812	NM_001198941	0.000	+	DTNA	NA
chr18	35251057	35290245	NM_001112734	0.000	-	ZSCAN30	NA
chr18	34818337	34868812	NM_032981	0.000	+	DTNA	NA
chr18	34818337	34891844	NM_032980	0.000	+	DTNA	NA
chr18	34710231	34868812	NM_032978	0.000	+	DTNA	NA
chr18	34755975	34891844	NM_001390	0.000	+	DTNA	NA
chr18	35251057	35290245	NM_001288711	0.000	-	ZSCAN30	NA
chr18	35241029	35258433	NM_032347	0.000	+	ZNF397	NA
chr18	34755975	34868812	NM_001391	0.000	+	DTNA	NA
chr18	34818282	34891844	NM_001198944	0.000	+	DTNA	NA
chr18	34817961	34891844	NM_001198943	0.000	+	DTNA	NA
chr18	34818282	34891844	NM_001198942	0.000	+	DTNA	NA
chr18	35989823	36067594	NM_001303411	0.000	-	RPRD1A	NA
chr18	35989823	36067594	NM_001303412	0.000	-	RPRD1A	NA
chr18	35989823	36067594	NM_018170	0.000	-	RPRD1A	NA
chr18	36024888	36067594	NM_001303413	0.000	-	RPRD1A	NA
chr18	37243044	37566037	NM_020180	0.000	-	CELF4	NA
chr18	36829116	37225325	NM_020776	0.000	+	KIAA1328	NA
chr18	37243044	37566037	NM_001025089	0.000	-	CELF4	NA
chr18	37243044	37566037	NM_001025088	0.000	-	CELF4	NA
chr18	37243044	37566037	NM_001025087	0.000	-	CELF4	NA
chr18	39206923	39751995	NR_024391	0.000	-	LINC00669	NA
chr18	41955233	42081482	NM_002647	0.000	+	PIK3C3	NA
chr18	44680172	44877414	NM_001130110	0.000	+	SETBP1	NA
chr18	44680897	45068510	NM_015559	0.000	+	SETBP1	NA
chr18	44323434	44531697	NR_110792	0.000	-	LINC01478	NA
chr18	45212981	45683095	NM_001242692	0.000	+	SLC14A2	NA
chr18	45847608	45967339	NM_020964	0.000	-	EPG5	NA
chr18	45983535	46072284	NM_024430	0.000	-	PSTPIP2	NA
chr18	46334223	46460820	NM_152470	0.000	+	RNF165	NA
chr18	46477253	46657033	NM_144612	0.000	-	LOXHD1	NA
chr18	46334223	46460820	NM_001256758	0.000	+	RNF165	NA
chr18	47833094	47930599	NM_005901	0.000	-	SMAD2	NA
chr18	47833094	47931146	NM_001135937	0.000	-	SMAD2	NA
chr18	47833094	47931146	NM_001003652	0.000	-	SMAD2	NA
chr18	48539055	48863215	NM_014772	0.000	+	CTIF	NA
chr18	48539055	48863215	NM_001142397	0.000	+	CTIF	NA
chr18	49822785	50195081	NM_001080467	0.000	-	MYO5B	NA
chr18	49783503	49813881	NM_006111	0.000	-	ACAA2	NA
chr18	50560113	50731826	NM_001292039	0.000	+	MAPK4	NA
chr18	50968016	50988120	NM_018696	0.000	+	ELAC1	NA
chr18	50560113	50731826	NM_001292040	0.000	+	MAPK4	NA
chr18	50560113	50731826	NM_002747	0.000	+	MAPK4	NA
chr18	51392041	51562469	NR_040074	0.000	+	LOC100287225	NA
chr18	54901508	54958048	NM_001143829	0.000	-	CCDC68	NA
chr18	55222330	55321859	NM_001243234	0.000	-	TCF4	NA
chr18	55222330	55422492	NM_001243233	0.000	-	TCF4	NA
chr18	55222330	55403995	NM_001243232	0.000	-	TCF4	NA
chr18	55222330	55321859	NM_001243235	0.000	-	TCF4	NA
chr18	54901508	54959508	NM_025214	0.000	-	CCDC68	NA
chr18	56083355	56137536	NR_040026	0.000	-	LINC01539	NA
chr18	56083355	56137536	NR_040025	0.000	-	LINC01539	NA
chr18	56651384	57029805	NM_052834	0.000	+	WDR7	NA
chr18	56651384	57029805	NM_015285	0.000	+	WDR7	NA
chr18	58149332	58401540	NM_001144965	0.000	+	NEDD4L	NA
chr18	58047225	58401540	NM_001144964	0.000	+	NEDD4L	NA
chr18	58044377	58401540	NM_001243960	0.000	+	NEDD4L	NA
chr18	58481249	58628957	NM_052947	0.000	-	ALPK2	NA
chr18	58149332	58401540	NM_001144968	0.000	+	NEDD4L	NA
chr18	58149332	58401540	NM_001144969	0.000	+	NEDD4L	NA
chr18	58195389	58401540	NM_001144970	0.000	+	NEDD4L	NA
chr18	58221521	58401540	NM_001144966	0.000	+	NEDD4L	NA
chr18	58149332	58401540	NM_001144971	0.000	+	NEDD4L	NA
chr18	58044377	58401540	NM_015277	0.000	+	NEDD4L	NA
chr18	58044377	58401540	NM_001144967	0.000	+	NEDD4L	NA
chr18	59430938	59697412	NM_133459	0.000	-	CCBE1	NA
chr18	58862828	58986477	NM_018181	0.000	+	ZNF532	NA
chr18	62044224	62187056	NM_176787	0.000	-	PIGN	NA
chr18	62044224	62187056	NM_012327	0.000	-	PIGN	NA
chr18	62187290	62307122	NM_020854	0.000	+	KIAA1468	NA
chr18	63123345	63319380	NM_000633	0.000	-	BCL2	NA
chr18	64213082	64260055	NR_033983	0.000	-	LINC01538	NA
chr18	64104090	64423592	NR_033881	0.000	+	LOC284294	NA
chr18	64080008	64149026	NR_027245	0.000	-	LINC00305	NA
chr18	66501186	66604138	NM_001271028	0.000	-	CDH19	NA
chr18	66501186	66604138	NM_021153	0.000	-	CDH19	NA
chr18	66501186	66604138	NR_073130	0.000	-	CDH19	NA
chr18	67516545	67899619	NR_033921	0.000	+	LOC643542	NA
chr18	68798079	69055189	NM_024781	0.000	+	CCDC102B	NA
chr18	68673687	68715116	NM_019022	0.000	-	TMX3	NA
chr18	68715253	69055189	NM_001093729	0.000	+	CCDC102B	NA
chr18	70003805	70205726	NM_173630	0.000	-	RTTN	NA
chr18	69401047	69849086	NM_152721	0.000	+	DOK6	NA
chr18	70630518	70650857	NM_001278515	0.000	-	GTSCR1	NA
chr18	71519963	71578956	NR_038326	0.000	-	LINC01541	NA
chr18	71519963	71578956	NR_038325	0.000	-	LINC01541	NA
chr18	72743755	72867575	NM_138966	0.000	-	NETO1	NA
chr18	72742313	72867575	NM_001201465	0.000	-	NETO1	NA
chr18	74315874	74359187	NM_001174123	0.000	+	C18orf63	NA
chr18	74630962	74804627	NM_001146190	0.000	+	ZNF407	NA
chr18	74630962	74921057	NM_001146189	0.000	+	ZNF407	NA
chr18	74534456	74585026	NM_032649	0.000	+	CNDP1	NA
chr18	75210754	75289950	NM_005786	0.000	+	TSHZ1	NA
chr18	74630962	75065672	NM_017757	0.000	+	ZNF407	NA
chr18	76357681	76495190	NM_014643	0.000	-	ZNF516	NA
chr18	76824159	76970726	NM_007345	0.000	+	ZNF236	NA
chr18	76794731	76822295	NR_040024	0.000	-	LOC100131655	NA
chr18	76978832	77132818	NM_001025101	0.000	-	MBP	NA
chr18	77012782	77132818	NM_001025100	0.000	-	MBP	NA
chr18	77971295	77993727	NR_104127	0.000	-	LINC01029	NA
chr18	79400273	79529323	NM_001278672	0.000	+	NFATC1	NA
chr18	79400273	79468002	NM_001278675	0.000	+	NFATC1	NA
chr18	79069396	79378282	NM_198531	0.000	+	ATP9B	NA
chr18	79400273	79529323	NM_001278673	0.000	+	NFATC1	NA
chr18	79395771	79529323	NM_001278670	0.000	+	NFATC1	NA
chr18	79395771	79529323	NM_001278669	0.000	+	NFATC1	NA
chr18	79395771	79529323	NM_006162	0.000	+	NFATC1	NA
chr18	79395771	79468002	NM_172390	0.000	+	NFATC1	NA
chr18	79400273	79529323	NM_172389	0.000	+	NFATC1	NA
chr18	79395771	79529323	NM_172388	0.000	+	NFATC1	NA
chr18	79400273	79529323	NM_172387	0.000	+	NFATC1	NA
chr18	80157233	80247514	NM_032510	0.000	-	PARD6G	NA
chr18	12074	15930	NR_110795	0.000	+	LOC102723376	NA
chr18	596997	650293	NM_014410	0.000	+	CLUL1	NA
chr18	596997	650293	NM_001289036	0.000	+	CLUL1	NA
chr18	580342	582020	NM_004066	0.000	+	CETN1	NA
chr18	904942	912172	NM_001099733	0.000	+	ADCYAP1	NA
chr18	905195	912172	NM_001117	0.000	+	ADCYAP1	NA
chr18	2537524	2571490	NM_022840	0.000	-	METTL4	NA
chr18	2571510	2616635	NM_006101	0.000	+	NDC80	NA
chr18	2652169	2655395	NR_033754	0.000	-	CBX3P2	NA
chr18	2943214	2946623	NR_026659	0.000	-	LOC727896	NA
chr18	2916993	3011947	NM_014646	0.000	-	LPIN2	NA
chr18	4264601	4296000	NR_036489	0.000	+	DLGAP1-AS5	NA
chr18	5143672	5197256	NM_001145194	0.000	-	C18orf42	NA
chr18	5236723	5238029	NR_026849	0.000	-	LINC00526	NA
chr18	5289018	5297053	NM_001243704	0.000	-	ZBTB14	NA
chr18	5289018	5295702	NM_001243702	0.000	-	ZBTB14	NA
chr18	5289018	5296195	NM_003409	0.000	-	ZBTB14	NA
chr18	5289018	5296195	NM_001143823	0.000	-	ZBTB14	NA
chr18	6256743	6260934	NR_110765	0.000	+	L3MBTL4-AS1	NA
chr18	6374360	6374425	NR_036205	0.000	-	MIR4317	NA
chr18	8360819	8367034	NR_024419	0.000	-	LOC100192426	NA
chr18	8609444	8639382	NM_001025300	0.000	+	RAB12	NA
chr18	9334766	9402420	NM_020648	0.000	+	TWSG1	NA
chr18	9475531	9538108	NM_006788	0.000	+	RALBP1	NA
chr18	10405132	10414370	NR_110775	0.000	-	LINC01254	NA
chr18	10525875	10552769	NM_003826	0.000	+	NAPG	NA
chr18	10661932	10666887	NR_110777	0.000	+	LOC101927410	NA
chr18	10759583	10759649	NR_106846	0.000	-	MIR6788	NA
chr18	11488569	11506983	NR_110779	0.000	+	LINC01255	NA
chr18	11490047	11506983	NR_110778	0.000	+	LINC01255	NA
chr18	11609557	11610612	NM_001282300	0.000	+	SLC35G4	NA
chr18	11654884	11654941	NR_106975	0.000	-	MIR7153	NA
chr18	12254360	12277595	NR_036468	0.000	+	CIDEA	NA
chr18	12254318	12277595	NM_001279	0.000	+	CIDEA	NA
chr18	12200778	12224710	NR_049896	0.000	+	C18orf61	NA
chr18	12407895	12432237	NM_001142405	0.000	+	SLMO1	NA
chr18	12328943	12377276	NM_006796	0.000	-	AFG3L2	NA
chr18	12407895	12432237	NM_006553	0.000	+	SLMO1	NA
chr18	13459946	13460026	NR_049822	0.000	+	MIR5190	NA
chr18	13419498	13427534	NR_040031	0.000	-	LDLRAD4-AS1	NA
chr18	13611113	13611200	NR_039752	0.000	+	MIR4526	NA
chr18	14075989	14132490	NR_033354	0.000	-	ZNF519	NA
chr18	14099942	14132490	NM_145287	0.000	-	ZNF519	NA
chr18	14179096	14227050	NR_040113	0.000	+	ANKRD20A5P	NA
chr18	14337422	14342524	NR_026756	0.000	+	CYP4F35P	NA
chr18	14477954	14498706	NR_024076	0.000	-	CXADRP3	NA
chr18	14511737	14543600	NM_001137671	0.000	-	POTEC	NA
chr18	14830165	14830242	NR_036153	0.000	+	MIR3156-2	NA
chr18	14946266	14973756	NR_104164	0.000	+	LINC01443	NA
chr18	14969606	14970468	NR_110783	0.000	-	LINC01444	NA
chr18	15313555	15325919	NR_027417	0.000	-	LOC644669	NA
chr18	21829003	21829088	NR_029662	0.000	-	MIR1-2	NA
chr18	21825478	21831406	NR_110369	0.000	-	MIR133A1HG	NA
chr18	21825697	21825785	NR_029675	0.000	-	MIR133A1	NA
chr18	23503469	23531807	NM_013326	0.000	+	C18orf8	NA
chr18	23503469	23531807	NM_001276342	0.000	+	C18orf8	NA
chr18	23531498	23586617	NM_000271	0.000	-	NPC1	NA
chr18	23503469	23531807	NR_075075	0.000	+	C18orf8	NA
chr18	23503469	23531807	NR_075076	0.000	+	C18orf8	NA
chr18	23600013	23662885	NM_173505	0.000	-	ANKRD29	NA
chr18	24460628	24479957	NM_021624	0.000	+	HRH4	NA
chr18	24460628	24479957	NM_001143828	0.000	+	HRH4	NA
chr18	24426644	24453530	NM_018439	0.000	+	IMPACT	NA
chr18	24460628	24479957	NM_001160166	0.000	+	HRH4	NA
chr18	26133851	26193355	NM_144662	0.000	+	PSMA8	NA
chr18	26133851	26193355	NM_001025097	0.000	+	PSMA8	NA
chr18	26133851	26193355	NM_001025096	0.000	+	PSMA8	NA
chr18	26422994	26438044	NR_110762	0.000	+	LINC01543	NA
chr18	26591466	26591535	NR_107024	0.000	-	MIR8057	NA
chr18	26687620	26703638	NR_024259	0.000	-	PCAT18	NA
chr18	26852043	26862611	NM_004028	0.000	-	AQP4	NA
chr18	26852043	26865752	NM_001650	0.000	-	AQP4	NA
chr18	30298909	30298960	NR_031684	0.000	+	MIR302F	NA
chr18	30989364	31042815	NM_001941	0.000	-	DSC3	NA
chr18	30989364	31042815	NM_024423	0.000	-	DSC3	NA
chr18	31129250	31162856	NM_024421	0.000	-	DSC1	NA
chr18	31129250	31162856	NM_004948	0.000	-	DSC1	NA
chr18	31101587	31162789	NR_110785	0.000	+	DSCAS	NA
chr18	31065973	31102432	NM_004949	0.000	-	DSC2	NA
chr18	31065973	31102432	NM_024422	0.000	-	DSC2	NA
chr18	31376776	31413917	NM_177986	0.000	+	DSG4	NA
chr18	31376776	31413917	NM_001134453	0.000	+	DSG4	NA
chr18	31343367	31353936	NR_110789	0.000	-	DSG1-AS1	NA
chr18	31343367	31426988	NR_110788	0.000	-	DSG1-AS1	NA
chr18	31498063	31548851	NM_001943	0.000	+	DSG2	NA
chr18	31542145	31556911	NR_045216	0.000	-	DSG2-AS1	NA
chr18	31591766	31599023	NM_000371	0.000	+	TTR	NA
chr18	31622245	31684723	NM_004775	0.000	-	B4GALT6	NA
chr18	31759695	31760880	NM_001034172	0.000	-	SLC25A52	NA
chr18	32018481	32073191	NM_017831	0.000	+	RNF125	NA
chr18	32190023	32220403	NM_005925	0.000	+	MEP1B	NA
chr18	35241029	35247189	NM_001135178	0.000	+	ZNF397	NA
chr18	35366696	35377337	NM_145756	0.000	-	ZNF396	NA
chr18	35290271	35310766	NR_024565	0.000	+	ZNF271P	NA
chr18	35290271	35310766	NR_024566	0.000	+	ZNF271P	NA
chr18	35332213	35344462	NM_006965	0.000	-	ZNF24	NA
chr18	35468326	35497991	NM_194281	0.000	-	INO80C	NA
chr18	35468326	35497991	NM_001098817	0.000	-	INO80C	NA
chr18	35591736	35591806	NR_039771	0.000	+	MIR3975	NA
chr18	35654568	35711834	NM_020474	0.000	+	GALNT1	NA
chr18	35904817	35904926	NR_029616	0.000	-	MIR187	NA
chr18	35972624	35979287	NM_001201475	0.000	+	C18orf21	NA
chr18	35972624	35979287	NM_001201474	0.000	+	C18orf21	NA
chr18	35972624	35979287	NM_001201476	0.000	+	C18orf21	NA
chr18	35934087	35934142	NR_037497	0.000	-	MIR3929	NA
chr18	35972624	35979287	NM_031446	0.000	+	C18orf21	NA
chr18	36129873	36174726	NM_001242875	0.000	+	ELP2	NA
chr18	36129873	36174726	NM_001242877	0.000	+	ELP2	NA
chr18	36129873	36174726	NM_001242876	0.000	+	ELP2	NA
chr18	36108530	36129394	NM_012319	0.000	-	SLC39A6	NA
chr18	36110999	36129394	NM_001099406	0.000	-	SLC39A6	NA
chr18	36129873	36174721	NM_001242879	0.000	+	ELP2	NA
chr18	36129873	36174726	NM_001242878	0.000	+	ELP2	NA
chr18	36129873	36174721	NR_040110	0.000	+	ELP2	NA
chr18	36129873	36174726	NM_018255	0.000	+	ELP2	NA
chr18	36187516	36268722	NM_017947	0.000	+	MOCOS	NA
chr18	36794105	36829216	NM_001271950	0.000	-	TPGS2	NA
chr18	36794105	36829216	NM_001271949	0.000	-	TPGS2	NA
chr18	36794105	36829216	NM_015476	0.000	-	TPGS2	NA
chr18	36786483	36829216	NM_001271955	0.000	-	TPGS2	NA
chr18	36786789	36829216	NM_001271953	0.000	-	TPGS2	NA
chr18	36798017	36829216	NM_001271952	0.000	-	TPGS2	NA
chr18	36786483	36829216	NM_001271951	0.000	-	TPGS2	NA
chr18	36798017	36829216	NM_001271954	0.000	-	TPGS2	NA
chr18	36780024	36829216	NM_001271956	0.000	-	TPGS2	NA
chr18	37657134	37657215	NR_036202	0.000	+	MIR4318	NA
chr18	39676718	39676777	NR_049848	0.000	-	MIR5583-2	NA
chr18	39676720	39676779	NR_049847	0.000	+	MIR5583-1	NA
chr18	39622122	39622175	NR_030628	0.000	-	MIR924	NA
chr18	40066285	40099233	NR_110791	0.000	+	LINC01477	NA
chr18	41480270	41520597	NR_002838	0.000	-	KC6	NA
chr18	43267891	43277650	NM_020783	0.000	-	SYT4	NA
chr18	44970081	44970166	NR_036203	0.000	-	MIR4319	NA
chr18	45825579	45842556	NM_213602	0.000	+	SIGLEC15	NA
chr18	46084143	46098353	NM_001001935	0.000	-	ATP5A1	NA
chr18	46104331	46128333	NM_138443	0.000	+	HAUS1	NA
chr18	46104331	46128333	NR_026978	0.000	+	HAUS1	NA
chr18	46084143	46098353	NM_001257334	0.000	-	ATP5A1	NA
chr18	46084143	46098353	NM_004046	0.000	-	ATP5A1	NA
chr18	46084143	46098353	NM_001257335	0.000	-	ATP5A1	NA
chr18	46084143	46104233	NM_001001937	0.000	-	ATP5A1	NA
chr18	46174021	46266992	NM_145055	0.000	+	C18orf25	NA
chr18	46174021	46266992	NM_001008239	0.000	+	C18orf25	NA
chr18	46334223	46337651	NR_046357	0.000	+	RNF165	NA
chr18	46679117	46757076	NM_013305	0.000	-	ST8SIA5	NA
chr18	47155018	47176374	NM_016097	0.000	-	IER3IP1	NA
chr18	47107409	47150500	NM_032124	0.000	-	HDHD2	NA
chr18	47212088	47249183	NM_001278063	0.000	-	SKOR2	NA
chr18	47231122	47249183	NM_001037802	0.000	-	SKOR2	NA
chr18	48670599	48670668	NR_039897	0.000	+	MIR4743	NA
chr18	48919852	48950711	NM_005904	0.000	-	SMAD7	NA
chr18	48919852	48942807	NM_001190823	0.000	-	SMAD7	NA
chr18	48919852	48949333	NM_001190822	0.000	-	SMAD7	NA
chr18	48919852	48950711	NM_001190821	0.000	-	SMAD7	NA
chr18	49049686	49049768	NR_039898	0.000	-	MIR4744	NA
chr18	49488480	49492464	NM_001199341	0.000	-	RPL17	NA
chr18	49487372	49487422	NR_031720	0.000	+	MIR1539	NA
chr18	49481177	49491584	NM_001199355	0.000	-	RPL17-C18orf32	NA
chr18	49481177	49492565	NM_001199356	0.000	-	RPL17-C18orf32	NA
chr18	49491663	49491729	NR_002572	0.000	-	SNORD58B	NA
chr18	49489234	49489324	NR_003701	0.000	-	SNORD58C	NA
chr18	49488480	49492464	NM_001199344	0.000	-	RPL17	NA
